"channel_id","node1_pub","node2_pub","capacity","base_fee","fee_rate","is_disabled"
"565067612842295297","022c3b4bdf935d254a3b3689f0496b8ca55655bf7c5032664899fec252f993bc5e","02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b",105000,49,9000,0
"796073906361008137","02ad6fb8d693dc1e4569bcedefadf5f72a931ae027dc0f0c544b34c1c6f3b9a02b","022926ac1f1f472e669b1802488f5acfa75adf2020cec28e199e4c61f6485e8b41",10000000,0,0,0
